indicator,year,fips,location,age,vaccine,percent,population 
Childhood immunizations,2019,27031,Cook,Childhood (24-35 months),Varicella,78.4,51
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),DTap,59.9,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Hep A,23,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Hep B,76.3,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Hib,71.1,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),MMR,77.6,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),PCV,66.4,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Polio,75.7,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Rotavirus,32.9,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Seven vaccine series,55.3,152
Childhood immunizations,2015,27033,Cottonwood,Childhood (24-35 months),Varicella,78.3,152
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),DTap,72.3,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Hep A,46.8,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Hep B,83.2,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Hib,76.3,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),MMR,79.2,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),PCV,77.5,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Polio,85,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Rotavirus,43.9,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Seven vaccine series,67.1,173
Childhood immunizations,2016,27033,Cottonwood,Childhood (24-35 months),Varicella,83.8,173
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),DTap,67.3,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Hep A,42.6,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Hep B,77.2,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Hib,75.3,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),MMR,82.1,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),PCV,78.4,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Polio,80.2,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Rotavirus,30.9,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Seven vaccine series,63,162
Childhood immunizations,2017,27033,Cottonwood,Childhood (24-35 months),Varicella,80.9,162
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),DTap,70.9,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Hep A,44.9,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Hep B,78.2,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Hib,84.2,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),MMR,85.5,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),PCV,80,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Polio,83.6,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Rotavirus,44.9,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Seven vaccine series,66.7,160
Childhood immunizations,2018,27033,Cottonwood,Childhood (24-35 months),Varicella,86.7,160
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),DTap,66.4,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Hep A,48.9,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Hep B,83.9,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Hib,80.3,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),MMR,82.5,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),PCV,75.9,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Polio,83.2,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Rotavirus,31.4,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Seven vaccine series,64.2,137
Childhood immunizations,2019,27033,Cottonwood,Childhood (24-35 months),Varicella,83.9,137
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),DTap,70.6,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Hep A,31.9,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Hep B,85.8,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Hib,77.9,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),MMR,81.7,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),PCV,71.7,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Polio,85.1,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Rotavirus,52.9,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Seven vaccine series,60.4,745
Childhood immunizations,2015,27035,Crow Wing,Childhood (24-35 months),Varicella,81.9,745
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),DTap,72.5,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Hep A,38.6,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Hep B,83.7,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Hib,79.3,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),MMR,83.7,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),PCV,81.8,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Polio,85.5,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Rotavirus,60.1,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Seven vaccine series,66.3,731
Childhood immunizations,2016,27035,Crow Wing,Childhood (24-35 months),Varicella,83,731
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),DTap,72.3,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Hep A,46.1,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Hep B,85.9,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Hib,80.5,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),MMR,84,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),PCV,82.4,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Polio,87.3,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Rotavirus,63.3,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Seven vaccine series,68.5,801
Childhood immunizations,2017,27035,Crow Wing,Childhood (24-35 months),Varicella,85.6,801
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),DTap,75.4,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Hep A,50,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Hep B,80.6,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Hib,86.8,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),MMR,86.4,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),PCV,81.9,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Polio,86.3,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Rotavirus,70,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Seven vaccine series,71.4,789
Childhood immunizations,2018,27035,Crow Wing,Childhood (24-35 months),Varicella,86.2,789
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),DTap,77.1,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Hep A,50,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Hep B,85.7,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Hib,81,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),MMR,84.2,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),PCV,81.8,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Polio,85.4,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Rotavirus,73.2,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Seven vaccine series,74.1,768
Childhood immunizations,2019,27035,Crow Wing,Childhood (24-35 months),Varicella,84.8,768
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),DTap,71.8,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Hep A,34.1,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Hep B,79.4,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Hib,77.2,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),MMR,80.1,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),PCV,78.4,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Polio,82,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Rotavirus,74.9,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Seven vaccine series,62.2,5610
Childhood immunizations,2015,27037,Dakota,Childhood (24-35 months),Varicella,82.6,5610
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),DTap,70.5,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Hep A,35.7,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Hep B,80.4,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Hib,77.4,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),MMR,80.2,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),PCV,77.9,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Polio,82.5,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Rotavirus,74.9,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Seven vaccine series,61.6,5798
Childhood immunizations,2016,27037,Dakota,Childhood (24-35 months),Varicella,82.1,5798
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),DTap,67.3,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Hep A,35.3,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Hep B,79.4,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Hib,76.1,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),MMR,78.6,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),PCV,75.5,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Polio,79.9,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Rotavirus,72.9,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Seven vaccine series,59.7,5638
Childhood immunizations,2017,27037,Dakota,Childhood (24-35 months),Varicella,81,5638
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),DTap,71.3,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Hep A,41.2,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Hep B,80.1,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Hib,83.3,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),MMR,83.4,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),PCV,79.8,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Polio,81.6,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Rotavirus,73.5,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Seven vaccine series,65.1,5634
Childhood immunizations,2018,27037,Dakota,Childhood (24-35 months),Varicella,84.6,5634
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),DTap,74.2,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Hep A,49.9,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Hep B,84.3,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Hib,80.6,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),MMR,82.6,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),PCV,81.4,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Polio,84.8,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Rotavirus,76.1,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Seven vaccine series,68,5405
Childhood immunizations,2019,27037,Dakota,Childhood (24-35 months),Varicella,85.5,5405
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),DTap,75.8,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Hep A,21.8,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Hep B,83.5,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Hib,88.7,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),MMR,92.3,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),PCV,88.3,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Polio,89.5,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Rotavirus,73.8,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Seven vaccine series,72.6,248
Childhood immunizations,2015,27039,Dodge,Childhood (24-35 months),Varicella,91.1,248
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),DTap,80.5,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Hep A,17.5,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Hep B,90.3,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Hib,83.7,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),MMR,89.9,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),PCV,84,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Polio,91.8,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Rotavirus,76.3,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Seven vaccine series,75.5,257
Childhood immunizations,2016,27039,Dodge,Childhood (24-35 months),Varicella,91.1,257
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),DTap,75.1,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Hep A,13.7,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Hep B,88.4,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Hib,81.6,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),MMR,87.7,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),PCV,80.2,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Polio,90.8,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Rotavirus,72.7,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Seven vaccine series,67.2,293
Childhood immunizations,2017,27039,Dodge,Childhood (24-35 months),Varicella,88.4,293
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),DTap,79.2,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Hep A,19.6,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Hep B,85.8,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Hib,91.2,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),MMR,88.9,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),PCV,83.9,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Polio,91.2,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Rotavirus,79.2,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Seven vaccine series,75.4,269
Childhood immunizations,2018,27039,Dodge,Childhood (24-35 months),Varicella,90,269
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),DTap,79.9,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Hep A,13.1,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Hep B,89.9,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Hib,83.2,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),MMR,89.2,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),PCV,86.2,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Polio,90.7,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Rotavirus,76.5,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Seven vaccine series,77.2,268
Childhood immunizations,2019,27039,Dodge,Childhood (24-35 months),Varicella,90.3,268
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),DTap,73,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Hep A,30.9,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Hep B,69.3,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Hib,79.1,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),MMR,85.7,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),PCV,80.2,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Polio,89.1,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Rotavirus,72.5,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Seven vaccine series,48,440
Childhood immunizations,2015,27041,Douglas,Childhood (24-35 months),Varicella,85,440
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),DTap,77.6,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Hep A,42.5,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Hep B,87.9,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Hib,82.8,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),MMR,88.4,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),PCV,83,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Polio,89.3,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Rotavirus,75.2,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Seven vaccine series,70.2,447
Childhood immunizations,2016,27041,Douglas,Childhood (24-35 months),Varicella,87.7,447
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),DTap,79.3,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Hep A,49.3,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Hep B,87.4,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Hib,85.4,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),MMR,88.5,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),PCV,85.4,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Polio,90.5,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Rotavirus,72.7,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Seven vaccine series,74.3,444
Childhood immunizations,2017,27041,Douglas,Childhood (24-35 months),Varicella,87.2,444
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),DTap,76.8,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Hep A,48.5,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Hep B,84.9,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Hib,85.9,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),MMR,89.4,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),PCV,85.5,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Polio,88.5,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Rotavirus,71.2,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Seven vaccine series,71,484
Childhood immunizations,2018,27041,Douglas,Childhood (24-35 months),Varicella,86.6,484
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),DTap,80.1,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Hep A,52,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Hep B,87.1,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Hib,84.2,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),MMR,89.6,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),PCV,87.3,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Polio,90.7,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Rotavirus,77.4,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Seven vaccine series,75.1,442
Childhood immunizations,2019,27041,Douglas,Childhood (24-35 months),Varicella,89.8,442
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),DTap,78.7,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Hep A,49.7,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Hep B,85.8,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Hib,85.8,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),MMR,81.7,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),PCV,86.4,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Polio,88.2,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Rotavirus,68.6,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Seven vaccine series,71,169
Childhood immunizations,2015,27043,Faribault,Childhood (24-35 months),Varicella,86.4,169
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),DTap,79.5,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Hep A,60.3,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Hep B,87.7,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Hib,85.6,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),MMR,84.2,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),PCV,86.3,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Polio,89,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Rotavirus,79.5,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Seven vaccine series,76.7,146
Childhood immunizations,2016,27043,Faribault,Childhood (24-35 months),Varicella,86.3,146
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),DTap,80.6,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Hep A,51.6,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Hep B,94.2,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Hib,84.5,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),MMR,87.7,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),PCV,88.4,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Polio,94.2,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Rotavirus,61.9,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Seven vaccine series,78.1,155
Childhood immunizations,2017,27043,Faribault,Childhood (24-35 months),Varicella,91,155
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),DTap,80.5,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Hep A,59.2,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Hep B,88.5,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Hib,88.5,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),MMR,90.2,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),PCV,86.8,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Polio,91.4,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Rotavirus,78.7,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Seven vaccine series,76.4,164
Childhood immunizations,2018,27043,Faribault,Childhood (24-35 months),Varicella,90.8,164
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),DTap,73.5,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Hep A,46.3,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Hep B,86.4,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Hib,83.3,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),MMR,83.3,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),PCV,84.6,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Polio,84.6,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Rotavirus,71,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Seven vaccine series,71,162
Childhood immunizations,2019,27043,Faribault,Childhood (24-35 months),Varicella,88.3,162
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),DTap,55.7,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Hep A,16.6,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Hep B,62.8,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Hib,71.1,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),MMR,73.1,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),PCV,70,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Polio,70.4,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Rotavirus,50.6,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Seven vaccine series,49.4,253
Childhood immunizations,2015,27045,Fillmore,Childhood (24-35 months),Varicella,73.5,253
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),DTap,63.4,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Hep A,17.6,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Hep B,73.5,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Hib,63.8,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),MMR,69.2,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),PCV,66.7,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Polio,75.3,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Rotavirus,63.8,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Seven vaccine series,57,279
Childhood immunizations,2016,27045,Fillmore,Childhood (24-35 months),Varicella,68.8,279
Childhood immunizations,2017,27045,Fillmore,Childhood (24-35 months),DTap,65.5,287
Childhood immunizations,2017,27045,Fillmore,Childhood (24-35 months),Hep A,23.3,287
Childhood immunizations,2017,27045,Fillmore,Childhood (24-35 months),Hep B,76.7,287
Childhood immunizations,2017,27045,Fillmore,Childhood (24-35 months),Hib,74.2,287
Childhood immunizations,2017,27045,Fillmore,Childhood (24-35 months),MMR,78.4,287
